Location,FloorAreaSqm,LotSizeSqm,Bedrooms,Bathrooms,ParkingSpaces,YearBuilt,PropertyAge,Condition,PropertyType,NeighborhoodRating,DistanceToCBDKm,Price
Cebu,195.0,383.0,5,3.0,3,1970,56,Needs Repair,House & Lot,6,6.048476518486366,50717381.32844521
Davao,24.0,592.0,0,2.0,2,1961,65,New,House & Lot,4,2.358500683827259,42241058.962498985
General Santos,278.0,,1,5.0,4,1983,43,Good,Condo,7,10.80529875185254,47316180.47682898
General Santos,267.0,,3,3.0,2,1997,29,New,Condo,5,10.71212981470536,42922921.20143097
Iloilo,422.0,513.0,1,1.0,3,1974,52,Needs Repair,Townhouse,3,5.220990772850261,49213633.66869087
Baguio,236.0,590.0,3,4.0,4,1990,36,Good,Condo,9,19.909730082702698,65495420.444384664
Davao,221.0,552.0,0,1.0,2,1970,56,New,Condo,5,3.5873160845606344,60574646.54998435
Iloilo,49.0,107.0,0,2.0,1,2003,23,New,Condo,7,7.2834135926109544,14359619.083428407
Iloilo,104.0,786.0,0,4.0,4,1999,27,Good,House & Lot,4,11.834975995338905,47793546.89272475
Davao,165.0,131.0,2,3.0,1,2022,4,Needs Repair,Condo,5,13.35232936261897,25537069.013840858
Metro Manila,182.0,329.0,5,4.0,0,1954,72,Needs Repair,Condo,6,15.665459129259194,54781422.0113214
Cebu,175.0,522.0,1,3.0,2,2014,12,Good,Condo,4,10.570978873959433,53688625.15368498
General Santos,189.0,322.0,6,5.0,4,1975,51,Good,House & Lot,10,14.30547620472798,36084035.16903365
,350.0,194.0,1,3.0,0,1955,71,New,Condo,5,4.009350967832365,62029086.758200645
Baguio,76.0,738.0,0,1.0,4,2002,24,Good,Townhouse,7,13.508491762102292,47088681.57062911
Baguio,162.0,57.0,2,1.0,4,1963,63,Good,Condo,7,13.428374900938397,27553622.29534608
Cagayan de Oro,90.0,196.0,5,4.0,4,1963,63,Good,Condo,6,17.077320048521216,20715895.694466192
Metro Manila,152.0,794.0,0,1.0,2,2024,2,Good,Townhouse,7,0.1,84871909.7039935
Metro Manila,314.0,583.0,0,2.0,1,1966,60,Needs Repair,House & Lot,7,2.5569013063935966,96145114.56161769
Davao,40.0,69.0,5,1.0,2,1991,35,New,Condo,3,12.938845816203813,15902240.397587158
Baguio,165.0,603.0,4,2.0,0,1965,61,New,House & Lot,8,0.1,71511305.55874008
Bacolod,30.0,775.0,2,3.0,4,1959,67,New,House & Lot,3,10.952037042730101,42435845.65773057
Baguio,430.0,78.0,5,1.0,3,1950,76,New,Condo,6,14.358826549588203,70639023.84403838
Baguio,332.0,331.0,5,3.0,2,1951,75,New,House & Lot,5,4.54174851469736,80359387.11048234
General Santos,124.0,374.0,2,,2,1986,40,Good,House & Lot,6,5.418859999328529,28665915.710491575
Cebu,105.0,104.0,3,1.0,3,1982,44,New,Condo,3,1.555175916560577,28554805.62333567
Iloilo,62.0,160.0,0,1.0,2,1952,74,Good,House & Lot,8,4.87071728161158,16953416.306346104
Iloilo,223.0,139.0,2,2.0,4,1976,50,Needs Repair,Condo,6,5.044588988229455,26207163.073627166
Baguio,344.0,148.0,4,5.0,4,1970,56,Needs Repair,Condo,3,3.902952353206871,47850623.58825275
Cagayan de Oro,271.0,322.0,1,3.0,4,1993,33,Good,Townhouse,3,3.5739309332930187,35757494.194423355
Davao,398.0,371.0,6,4.0,3,2025,1,New,House & Lot,7,6.373971290669639,93886639.46215035
General Santos,167.0,190.0,6,1.0,3,2002,24,New,House & Lot,8,6.301374106063271,31780243.666430246
Davao,139.0,231.0,1,4.0,1,2019,7,New,House & Lot,7,19.24479139916634,42190576.334868856
Iloilo,225.0,153.0,2,1.0,0,1964,62,Needs Repair,House & Lot,8,5.634889141297939,29604498.607188236
Iloilo,106.0,636.0,1,4.0,2,1966,60,Needs Repair,Condo,9,10.06490129715115,33120466.92019365
Cagayan de Oro,439.0,169.0,3,1.0,4,2007,19,Good,Townhouse,9,4.538702201142192,45545797.79677337
Baguio,99.0,726.0,0,5.0,0,1973,53,Good,House & Lot,10,4.4624253449512565,59212105.82148275
Davao,225.0,431.0,2,2.0,2,2014,12,Good,House & Lot,10,0.1,59271037.29153154
Metro Manila,244.0,642.0,3,1.0,0,1985,41,Good,House & Lot,9,0.1,108027236.29393998
Davao,44.0,509.0,4,2.0,2,1965,61,Needs Repair,Condo,6,0.7580103220820025,28621099.743340693
Cagayan de Oro,221.0,212.0,4,1.0,0,2014,12,New,Condo,7,9.102181008560425,34895351.567381896
Metro Manila,215.0,481.0,1,1.0,3,1991,35,Good,Condo,7,14.457041931707511,78087030.83557785
General Santos,131.0,,5,3.0,4,2011,15,Good,Condo,4,0.1,23029689.362923894
Iloilo,75.0,94.0,4,2.0,3,1984,42,New,House & Lot,8,4.705539191907098,21859488.034597013
Cebu,39.0,203.0,5,2.0,3,1959,67,Good,House & Lot,7,0.1,26790991.47116978
Davao,23.0,220.0,3,5.0,1,2001,25,Needs Repair,Condo,7,6.414337435198701,17692374.643724564
Iloilo,227.0,108.0,6,1.0,2,1959,67,New,Condo,9,14.454616962242902,36044480.36890832
Davao,58.0,18.0,2,2.0,0,2000,26,Good,House & Lot,8,5.318705590352148,15312118.507179128
Metro Manila,432.0,755.0,5,1.0,1,1981,45,Good,Condo,10,7.71489816680182,138592801.11382073
Bacolod,125.0,410.0,1,3.0,2,2010,16,New,Townhouse,10,16.731370378353883,33732227.04935901
Bacolod,300.0,321.0,1,2.0,3,2016,10,New,Condo,9,10.747405583047456,47930468.77973408
Metro Manila,309.0,743.0,3,1.0,0,1980,46,Good,Condo,5,3.4394488650991875,111460938.27367714
Davao,233.0,179.0,3,1.0,4,2017,9,New,Condo,4,8.953491715014351,46602309.28444153
Cebu,399.0,322.0,5,5.0,2,1958,68,Good,Townhouse,5,3.034705931586256,72252955.92133462
Bacolod,67.0,677.0,2,1.0,4,1958,68,Good,Condo,8,10.522892076416,33786024.05780309
Bacolod,120.0,505.0,6,4.0,2,2025,1,Good,House & Lot,9,11.092040924436557,41061633.75184625
Bacolod,128.0,319.0,2,5.0,2,1993,33,Needs Repair,Condo,10,0.1,25238798.842672642
General Santos,78.0,204.0,3,3.0,3,1984,42,Good,Condo,8,9.050896504314643,17552708.971739
Cagayan de Oro,146.0,28.0,6,2.0,4,1961,65,Good,House & Lot,8,7.294560452024482,22093449.46280174
Davao,154.0,68.0,3,4.0,0,1971,55,Good,Condo,10,11.268064383032671,27651612.8511885
Metro Manila,348.0,129.0,4,5.0,2,2002,24,New,Condo,8,12.988082306114801,94324085.54812087
Iloilo,149.0,629.0,6,1.0,0,2012,14,Good,House & Lot,4,10.864697624747631,48496970.97190273
General Santos,396.0,511.0,6,5.0,2,2019,7,Good,House & Lot,7,6.180839879721486,59478809.604224965
General Santos,352.0,346.0,3,5.0,4,1980,46,Good,Condo,5,13.599980125184002,42620150.4449642
Cebu,407.0,626.0,2,1.0,4,1984,42,Good,Condo,8,2.761623342138491,90401286.40242197
Cebu,65.0,128.0,1,1.0,1,1962,64,New,Townhouse,8,0.1,21301035.570927434
Metro Manila,443.0,168.0,3,4.0,1,1956,70,Needs Repair,House & Lot,5,0.1,92425643.82339317
Cebu,284.0,314.0,6,1.0,2,1983,43,New,House & Lot,5,7.57915428957707,77742990.86793593
Iloilo,442.0,733.0,3,4.0,1,1994,32,Needs Repair,House & Lot,3,3.0707213630393886,70023116.79370536
Iloilo,172.0,491.0,2,1.0,0,1957,69,Good,House & Lot,5,10.386526856452104,40984541.44982222
Davao,429.0,680.0,0,4.0,1,1981,45,Good,Condo,9,0.1,84954431.84499261
Davao,273.0,198.0,2,2.0,2,1998,28,Good,Condo,8,4.116928694603,46877847.64013905
Cagayan de Oro,50.0,678.0,1,1.0,2,2011,15,New,House & Lot,10,10.82161943518691,40791253.019820966
Baguio,196.0,57.0,6,1.0,4,2021,5,Good,House & Lot,10,1.8209831219061172,41872583.51537767
Cagayan de Oro,79.0,182.0,3,1.0,2,1975,51,Good,Townhouse,9,10.455540491677173,17301529.724862345
General Santos,424.0,418.0,0,3.0,1,1979,47,Good,House & Lot,4,4.657864429591756,53750069.24719505
Davao,150.0,40.0,0,1.0,3,2016,10,Good,Condo,5,7.803150141320015,23129270.201724086
Cebu,115.0,686.0,5,5.0,3,2002,24,New,House & Lot,3,11.570948038501133,74933118.33926703
General Santos,257.0,693.0,6,4.0,2,1970,56,Good,House & Lot,3,13.716782138691878,51714457.86845848
Bacolod,202.0,433.0,5,2.0,2,2002,24,Good,Condo,4,8.554954467923643,37917191.96397367
Davao,61.0,244.0,0,5.0,1,1961,65,Good,House & Lot,5,3.115938230727531,24671045.53915846
Iloilo,371.0,79.0,0,4.0,4,1984,42,Good,House & Lot,3,5.2517668257221,46412151.365671515
Iloilo,383.0,495.0,1,4.0,4,1973,53,Good,Condo,9,11.82173217852175,61060203.54257895
General Santos,339.0,430.0,5,1.0,0,2025,1,Good,House & Lot,7,1.8724784991043606,49750411.65048042
Davao,285.0,607.0,5,4.0,1,1952,74,Good,House & Lot,8,6.931600420158766,75462883.58954954
General Santos,193.0,482.0,5,3.0,1,2015,11,Good,Townhouse,8,5.684695409831151,33624129.74758596
General Santos,253.0,102.0,0,5.0,4,1971,55,Good,Condo,10,7.379829300086213,28276507.938387908
Cebu,244.0,97.0,1,3.0,0,1952,74,New,House & Lot,4,1.944304824503737,51328274.301939726
Cebu,91.0,624.0,6,4.0,1,2000,26,New,House & Lot,5,0.1,69298218.05126275
Iloilo,55.0,127.0,6,2.0,1,2001,25,Good,House & Lot,5,11.12445569575786,18232087.182421967
Metro Manila,128.0,750.0,5,1.0,2,1960,66,Good,Condo,7,13.784788540931892,83937029.52896394
Davao,215.0,84.0,0,1.0,1,1952,74,Good,House & Lot,7,0.1,34874504.82470344
Baguio,88.0,582.0,0,5.0,2,1958,68,New,Townhouse,9,10.213556965557299,49163885.51542951
General Santos,65.0,780.0,0,4.0,3,1981,45,Good,House & Lot,7,14.49909748907106,36533785.81388781
General Santos,386.0,352.0,4,2.0,4,1960,66,New,House & Lot,4,11.57546628057394,57678913.52224481
Cebu,,45.0,5,4.0,0,2003,23,Good,Condo,7,5.4999789279436015,34879280.71330328
General Santos,271.0,701.0,4,1.0,0,1955,71,Good,House & Lot,10,2.339021781495454,51928329.93937709
Metro Manila,245.0,149.0,1,1.0,0,2009,17,Good,Condo,7,8.485868476099936,59406787.75744208
Bacolod,336.0,421.0,5,3.0,4,2016,10,New,House & Lot,7,9.486710353081284,64952512.070129916
Cagayan de Oro,338.0,787.0,0,4.0,3,2004,22,Needs Repair,Condo,4,8.574845066935392,48068442.101138785
General Santos,147.0,595.0,5,5.0,2,2021,5,Good,House & Lot,3,6.919192219294606,39995863.830776
Cebu,384.0,37.0,6,4.0,3,2021,5,Good,Condo,4,1.5040896552634564,61099264.167570114
General Santos,179.0,656.0,5,2.0,2,1953,73,Good,House & Lot,3,10.53612974785311,41778109.155319706
Metro Manila,379.0,128.0,6,5.0,1,1975,51,Good,House & Lot,6,10.825126966481143,98744822.52744924
Iloilo,194.0,599.0,4,3.0,2,2007,19,Needs Repair,Condo,10,9.20493275277003,41215644.6420833
Baguio,67.0,496.0,3,5.0,3,1975,51,Good,Condo,6,8.665961870427545,40032802.20574895
Davao,346.0,230.0,2,1.0,0,2006,20,Good,House & Lot,8,18.07549692647663,61831751.34110262
Metro Manila,32.0,338.0,6,1.0,3,2008,18,New,House & Lot,9,4.253727292559623,57063745.3442661
Cagayan de Oro,352.0,94.0,4,1.0,2,2025,1,Good,Condo,9,15.688610584739934,38201074.41405191
Davao,38.0,789.0,1,5.0,0,1975,51,Good,Condo,8,3.5958531846689743,46202619.836218774
Bacolod,108.0,190.0,6,1.0,1,1976,50,New,Condo,9,14.653703437738569,24483162.165955383
Baguio,279.0,246.0,0,5.0,2,1951,75,Needs Repair,House & Lot,5,15.400205300483261,47494257.399189904
Davao,424.0,402.0,4,4.0,1,1971,55,Needs Repair,House & Lot,6,6.241692779588705,68598340.78967921
General Santos,195.0,537.0,1,1.0,1,1971,55,Good,Condo,6,17.965778324365,32988608.539772432
Metro Manila,71.0,404.0,4,5.0,3,1984,42,Needs Repair,House & Lot,9,10.814215320476535,52299742.23831346
Bacolod,120.0,404.0,2,1.0,2,1982,44,Good,House & Lot,6,2.736365353156595,31416041.961009875
Bacolod,405.0,466.0,3,1.0,2,2015,11,Good,House & Lot,10,5.755060433664746,63843431.16490695
Baguio,332.0,686.0,4,3.0,3,2008,18,Needs Repair,Condo,4,14.796573836639908,68542512.73700827
Davao,63.0,316.0,5,2.0,0,2005,21,Good,Condo,4,13.538388211259898,28008098.01397459
Metro Manila,185.0,665.0,2,2.0,1,1950,76,Good,Condo,8,1.6517575917242553,85450040.00042394
General Santos,133.0,629.0,6,1.0,0,1985,41,Good,Condo,9,7.164456126857017,34482440.48532067
General Santos,96.0,768.0,3,4.0,4,2005,21,New,Condo,8,9.221137896659071,41712245.739575714
Cebu,383.0,730.0,1,1.0,0,1968,58,Good,Condo,5,4.954372465546347,88439880.06550229
Metro Manila,285.0,638.0,0,2.0,4,1982,44,Good,Condo,3,22.146798340248317,97240631.59431118
Metro Manila,97.0,197.0,1,3.0,0,2005,21,Good,House & Lot,5,9.401982460431952,41213133.251886204
Metro Manila,299.0,619.0,4,3.0,1,2010,16,New,Condo,6,7.629126854581704,121382128.01599583
Cagayan de Oro,197.0,589.0,3,4.0,3,2014,12,New,House & Lot,6,15.14510626554854,53884808.910916574
General Santos,46.0,231.0,2,2.0,4,1982,44,Good,Condo,10,5.80871879096699,16250084.543845806
Cebu,213.0,542.0,3,4.0,0,1980,46,New,House & Lot,9,14.044565663703938,80004775.78057815
Bacolod,99.0,202.0,5,4.0,1,1979,47,Good,Condo,9,0.1,22580529.976746127
Cebu,125.0,418.0,4,2.0,4,2000,26,Good,House & Lot,3,5.278075722526603,50991382.707828425
Davao,397.0,637.0,0,2.0,1,1981,45,Good,House & Lot,4,14.29442251026348,85351159.17973527
Iloilo,325.0,150.0,0,3.0,1,1980,46,New,Condo,6,17.421186323538027,44789182.32886095
Bacolod,77.0,269.0,3,3.0,3,1962,64,Needs Repair,House & Lot,7,3.3602257219640412,20150792.64229997
Cagayan de Oro,386.0,636.0,2,1.0,0,1986,40,Good,Condo,8,2.6610701826881096,57141694.39556323
Metro Manila,266.0,363.0,5,3.0,4,1968,58,Good,House & Lot,5,11.404678582222754,92151715.14235732
Cebu,396.0,768.0,4,1.0,4,1989,37,Good,Condo,3,4.261796630493723,95079356.50753587
Davao,341.0,6.0,5,3.0,4,2017,9,Good,Condo,5,6.388532493467636,47274123.616231404
Davao,165.0,577.0,4,5.0,1,2008,18,Good,Condo,9,13.258430148422946,53505760.47508081
General Santos,249.0,651.0,2,3.0,0,1986,40,Good,House & Lot,10,4.735386910315928,49411206.749112554
Cagayan de Oro,248.0,734.0,4,4.0,2,2024,2,Good,Condo,10,0.1,52316253.349813335
Davao,329.0,125.0,4,2.0,1,2024,2,Needs Repair,House & Lot,7,0.1934933863647128,48927287.20420671
General Santos,126.0,787.0,5,5.0,4,1983,43,Good,Condo,3,8.059733514321685,39960781.22893228
Baguio,163.0,313.0,1,5.0,3,2008,18,Good,Condo,10,0.1,44034742.20887851
Iloilo,125.0,281.0,4,5.0,4,1976,50,Good,Condo,4,6.217037496216076,29180105.753453318
Baguio,147.0,284.0,1,4.0,3,2016,10,Needs Repair,Townhouse,5,0.1,31611225.5811624
Cebu,89.0,510.0,5,4.0,3,1978,48,Needs Repair,House & Lot,10,17.83963404119359,45487695.229449846
,35.0,527.0,5,3.0,0,1969,57,New,Condo,7,20.990855568594036,26883797.35714657
Metro Manila,424.0,379.0,4,5.0,0,1960,66,New,House & Lot,4,1.6508173859475894,141781652.45790178
Cebu,51.0,56.0,6,5.0,0,2014,12,Good,Condo,7,9.540552080227508,20018600.144569423
Cebu,401.0,789.0,3,3.0,2,1972,54,Good,Condo,3,2.2375776080188867,95744112.64042483
Davao,21.0,177.0,0,1.0,1,2011,15,Good,House & Lot,5,6.144106387672933,15416373.177983234
Cebu,354.0,75.0,4,1.0,4,1956,70,Good,Condo,10,18.820815967734834,56747571.69500126
Metro Manila,161.0,477.0,5,2.0,0,1988,38,Needs Repair,Condo,5,5.199868713641088,60516089.97920762
Bacolod,242.0,329.0,0,1.0,4,1982,44,Good,House & Lot,10,6.283775226577318,41007948.665365726
General Santos,141.0,492.0,0,2.0,3,1983,43,Good,Condo,7,2.3448243966338183,28263529.888066363
Metro Manila,230.0,700.0,1,1.0,0,1962,64,New,House & Lot,8,14.87713626598918,119844558.77197997
Davao,214.0,77.0,5,5.0,0,1955,71,Good,House & Lot,8,0.1,40980948.380013146
Iloilo,247.0,227.0,3,1.0,1,1976,50,New,House & Lot,7,5.343216070810274,46416343.643820345
General Santos,189.0,413.0,6,4.0,1,1985,41,Good,House & Lot,3,7.724683435187248,36212036.99711233
Bacolod,250.0,630.0,6,2.0,1,2010,16,Good,House & Lot,10,4.0335360208945135,56951277.05170922
Cagayan de Oro,374.0,480.0,3,1.0,2,1985,41,Good,Condo,6,13.181273046387004,51169726.63817114
Iloilo,206.0,306.0,4,4.0,0,1968,58,Good,House & Lot,8,15.212163703822846,40827348.60758328
Baguio,175.0,488.0,2,5.0,0,1969,57,Good,House & Lot,7,0.1,57792214.56256372
Cebu,76.0,783.0,0,4.0,3,1996,30,New,Townhouse,8,20.560919922624826,61157271.41436587
Cagayan de Oro,174.0,384.0,2,5.0,4,1983,43,New,Condo,5,0.1,37943085.67362488
Cagayan de Oro,74.0,706.0,4,3.0,1,2018,8,Needs Repair,House & Lot,9,15.73178409005505,34295010.731164604
Metro Manila,98.0,623.0,1,4.0,4,1983,43,Needs Repair,House & Lot,4,8.898966191214166,65072664.579657264
Bacolod,429.0,241.0,1,1.0,1,1993,33,Good,Condo,8,4.977793417317113,49216808.3764504
Metro Manila,58.0,199.0,0,5.0,1,1954,72,Good,House & Lot,7,5.543798421944983,35767774.16846719
Bacolod,227.0,616.0,5,4.0,0,1964,62,Good,Condo,7,7.798923256038117,46999436.69196393
Cagayan de Oro,378.0,165.0,6,2.0,2,2014,12,Good,Condo,3,9.250507171182692,42512726.915538006
Cebu,429.0,269.0,5,2.0,2,1976,50,Good,House & Lot,6,2.479073891770848,84886735.17966382
Baguio,83.0,188.0,2,4.0,3,1981,45,New,Condo,3,6.596360253929658,28340761.153310385
Metro Manila,90.0,485.0,4,1.0,0,1994,32,Good,Condo,7,3.3759630624344323,58527179.23030192
Iloilo,180.0,235.0,6,5.0,0,1954,72,Good,Condo,8,0.7097028375567636,33090754.337182764
General Santos,258.0,526.0,4,2.0,2,1988,38,Good,Condo,7,3.096129785252617,40654039.29950942
Metro Manila,432.0,747.0,2,1.0,0,1976,50,New,House & Lot,9,1.1001522038273635,172915260.16808513
Baguio,,663.0,2,2.0,0,1961,65,Good,House & Lot,5,5.479070523496888,54330860.026139505
General Santos,90.0,758.0,5,5.0,3,1981,45,Good,House & Lot,5,10.594849432810493,39310972.09644772
Davao,128.0,19.0,3,2.0,4,1983,43,Good,Condo,6,8.724262125067774,20705186.431675524
Cebu,395.0,364.0,5,3.0,2,1964,62,Good,House & Lot,4,19.846068659963905,83901638.52851169
Baguio,32.0,176.0,6,5.0,0,1991,35,Good,House & Lot,9,0.1,27407659.668814287
Iloilo,183.0,734.0,0,1.0,4,2006,20,Good,House & Lot,9,10.816045797285131,55902335.64211381
Bacolod,71.0,569.0,5,4.0,2,1970,56,Needs Repair,Condo,6,8.038521431146114,26644567.64084907
Davao,87.0,256.0,2,2.0,3,2023,3,New,Condo,9,12.894022054231801,33380579.963127393
General Santos,414.0,450.0,3,4.0,0,1996,30,Needs Repair,Townhouse,3,12.298791225862452,39051367.36724778
Iloilo,20.0,484.0,1,1.0,2,2008,18,Good,House & Lot,4,7.010049499188938,25634658.891616765
Davao,158.0,396.0,2,1.0,0,1955,71,Good,Condo,5,9.035907709140533,38174206.282720216
General Santos,413.0,379.0,2,4.0,3,2008,18,Good,House & Lot,6,3.5355847224890926,54015576.224114574
General Santos,281.0,44.0,0,5.0,1,1975,51,Good,Condo,4,11.682079876126725,25425677.60899107
Baguio,50.0,361.0,5,5.0,4,2003,23,New,Condo,7,0.1,40089224.68686309
Metro Manila,219.0,278.0,1,4.0,0,2011,15,Needs Repair,House & Lot,9,12.660958631895904,64224389.71317561
Iloilo,437.0,654.0,2,3.0,3,1969,57,Good,House & Lot,6,7.86095933458334,78092311.61648603
Iloilo,192.0,692.0,1,1.0,0,1969,57,Good,Condo,6,5.077627773013467,46212639.276355624
Cebu,247.0,600.0,1,2.0,3,1954,72,,Townhouse,3,6.604800803319643,61815387.658842295
Bacolod,248.0,24.0,2,4.0,2,1995,31,New,House & Lot,5,7.044822592469715,34429263.36956121
Cagayan de Oro,303.0,672.0,6,2.0,4,2008,18,New,Condo,9,15.783822562883008,62169028.81449101
Metro Manila,100.0,317.0,6,3.0,3,1981,45,Good,House & Lot,9,27.400961979491072,59494534.967163324
Bacolod,381.0,333.0,2,1.0,1,1962,64,Good,House & Lot,3,15.319224944902293,51767969.754567795
Cebu,445.0,756.0,3,3.0,0,1974,52,Good,House & Lot,3,4.608045284661463,110668741.06938463
Bacolod,81.0,693.0,6,2.0,2,1980,46,Good,Townhouse,9,11.778690945711674,35999908.96830489
Baguio,371.0,40.0,1,1.0,2,2019,7,Good,House & Lot,4,12.039974996344903,56309460.50194497
Metro Manila,371.0,287.0,6,1.0,0,1959,67,Good,Condo,7,2.4490356653166785,94866422.71281578
General Santos,338.0,599.0,0,3.0,2,1976,50,New,Condo,9,0.4352042166759098,54897007.49071371
Cebu,179.0,431.0,1,2.0,1,1998,28,Good,House & Lot,9,7.620314426499268,57448801.711507425
Iloilo,221.0,206.0,2,1.0,1,1967,59,Good,Townhouse,7,12.84624561620861,30821314.609944556
Cebu,380.0,419.0,0,3.0,0,2017,9,Good,Condo,6,0.1,74142698.19634934
General Santos,85.0,693.0,5,1.0,1,2019,7,New,Condo,9,3.674612794073563,38557235.10878216
Bacolod,376.0,178.0,5,1.0,1,1978,48,New,House & Lot,8,11.435910253942438,56880740.83126413
Cagayan de Oro,415.0,596.0,2,1.0,0,2006,20,New,Condo,9,8.250341679623482,67095829.274458736
Baguio,313.0,587.0,5,3.0,2,2007,19,Good,Condo,7,16.497641723593972,74205277.97024645
Baguio,166.0,708.0,5,5.0,1,2001,25,New,House & Lot,10,0.1,83469169.17289837
Bacolod,260.0,238.0,5,2.0,0,1964,62,Good,House & Lot,9,22.112989600696736,40215643.9898933
Cagayan de Oro,41.0,172.0,5,2.0,2,1953,73,New,House & Lot,3,0.1,17324864.23762228
Cagayan de Oro,420.0,438.0,4,2.0,0,1976,50,New,House & Lot,5,0.1,69424369.30047786
Metro Manila,167.0,425.0,0,2.0,4,1959,67,Good,Condo,9,7.646523323016159,66673114.702999465
Bacolod,44.0,327.0,6,4.0,2,1972,54,New,Townhouse,3,1.1932464305239439,23704407.638464224
Metro Manila,361.0,623.0,4,2.0,4,1998,28,Needs Repair,Condo,8,7.767466015730726,100475482.92000616
Davao,302.0,639.0,6,4.0,4,1994,32,Good,Condo,5,7.557638726272,72652625.40923837
Cagayan de Oro,287.0,196.0,6,5.0,4,1965,61,New,House & Lot,4,6.825354727355412,48114927.886752285
Davao,43.0,636.0,1,5.0,2,1951,75,New,House & Lot,7,2.9455338068193253,51912760.76983262
Cagayan de Oro,342.0,184.0,2,3.0,2,1967,59,Good,House & Lot,10,10.595936915478147,44320894.16598541
Baguio,294.0,326.0,1,4.0,3,1984,42,Good,Condo,10,6.095977311396982,58798375.93925579
Cebu,361.0,21.0,0,5.0,0,2009,17,Good,Townhouse,6,14.621989224528582,50420061.76328259
Davao,375.0,272.0,6,4.0,4,1977,49,Good,House & Lot,3,6.917766484830159,70619784.90129124
Iloilo,111.0,766.0,6,2.0,1,1971,55,Good,House & Lot,10,2.2121154628004636,51402594.4870035
Cagayan de Oro,110.0,,6,1.0,0,1991,35,,Townhouse,10,0.1,26492553.578562245
Iloilo,417.0,568.0,6,1.0,1,1955,71,Good,Condo,7,6.967343411309772,65232265.50785481
General Santos,248.0,86.0,4,5.0,1,1967,59,Good,House & Lot,8,0.3847725718242643,30216646.601022333
Cagayan de Oro,208.0,508.0,3,3.0,0,1952,74,Good,House & Lot,7,0.1,43366518.868220925
Cagayan de Oro,143.0,297.0,6,2.0,3,1989,37,Good,House & Lot,3,11.164743854881921,31056788.20961999
Iloilo,294.0,595.0,3,2.0,0,1983,43,Good,House & Lot,4,0.1,59370883.85416992
Davao,344.0,742.0,4,2.0,4,1994,32,Good,House & Lot,4,16.473160269997475,88814680.96889739
Baguio,20.0,425.0,1,5.0,2,1996,30,Needs Repair,Condo,10,8.95829830637324,25331911.418580405
Metro Manila,257.0,82.0,5,4.0,3,1980,46,Needs Repair,Condo,3,7.736944213850233,52091760.48687465
Davao,447.0,380.0,5,5.0,1,2016,10,New,Townhouse,7,1.791404356696484,86070272.71485074
General Santos,140.0,98.0,4,2.0,0,2019,7,Good,Townhouse,5,12.586233778057629,17017755.941367734
Baguio,140.0,359.0,3,3.0,0,1958,68,Good,Townhouse,3,7.982570398415628,36634942.49782728
Metro Manila,397.0,48.0,1,1.0,3,2019,7,Good,Condo,10,3.8834201435551883,83017874.2066071
Bacolod,46.0,512.0,0,5.0,3,1964,62,Good,Condo,3,9.198948179909534,24144576.862174258
General Santos,190.0,248.0,4,3.0,1,1968,58,Needs Repair,House & Lot,9,0.1,26302481.46037789
Cagayan de Oro,217.0,161.0,4,3.0,1,1990,36,Good,House & Lot,9,0.1,33343858.382382594
Davao,363.0,13.0,5,3.0,4,1952,74,Good,Condo,9,1.2788834881935305,51607914.61311632
Baguio,75.0,710.0,6,2.0,4,1977,49,New,House & Lot,4,10.097163605658285,65434020.46256263
Iloilo,206.0,669.0,3,5.0,2,1964,62,Good,Condo,10,7.9804500691632105,50733226.936344005
Cebu,85.0,649.0,5,3.0,1,1986,40,Needs Repair,House & Lot,7,14.293875593334516,49145364.92078307
Davao,358.0,46.0,5,4.0,1,2011,15,Good,Condo,6,2.4800608869885394,50886533.61047409
Cebu,291.0,279.0,1,1.0,2,2020,6,New,Condo,8,11.448007042888051,66084746.34211838
General Santos,233.0,777.0,5,2.0,2,1966,60,Needs Repair,Condo,5,7.316776685628313,38983897.96243759
Bacolod,188.0,462.0,0,5.0,0,1991,35,Good,Townhouse,5,2.3417288315544287,34162549.992719196
Cagayan de Oro,85.0,102.0,4,1.0,0,1986,40,,House & Lot,5,10.311846024277514,15748047.119838748
Cagayan de Oro,416.0,112.0,6,1.0,2,1981,45,New,Townhouse,7,7.603928850528605,48135318.45870572
General Santos,298.0,210.0,4,5.0,3,1998,28,Good,House & Lot,7,4.225284835127607,39741450.438383535
Metro Manila,157.0,777.0,6,2.0,0,2025,1,New,Condo,4,8.25199452286455,105298327.21732476
General Santos,197.0,135.0,0,2.0,2,1980,46,Good,Condo,4,7.222817684375648,21288422.030521385
Metro Manila,332.0,722.0,3,3.0,0,1954,72,Good,House & Lot,10,7.077871588894985,131329343.76899993
Baguio,329.0,542.0,5,1.0,1,2019,7,Needs Repair,Condo,7,5.524441100535204,62010131.01402219
Iloilo,218.0,737.0,4,1.0,3,2020,6,Good,House & Lot,9,0.17030876663817374,61886438.07540675
Davao,150.0,660.0,6,1.0,1,1974,52,Needs Repair,House & Lot,5,8.448592495369233,50923894.19536361
Cebu,303.0,265.0,3,1.0,1,1988,38,Needs Repair,House & Lot,5,3.183713757671513,54538877.32980415
Cebu,303.0,662.0,4,1.0,4,2015,11,New,Condo,5,1.878026794135593,91926476.4170369
Cagayan de Oro,277.0,135.0,2,4.0,0,1988,38,New,House & Lot,7,6.555800935384358,42356057.96877894
